name,description,category,status,failure_reason,year,source
KuponGid,|Discounts|Coupons|Curated Web|,|Discounts|Coupons|Curated Web|,failed,,2010-10-01,investments_vc
Kuponjo,|Internet|Point of Sale|Mobile|Sales and Marketing|Coupons|Advertising|,|Internet|Point of Sale|Mobile|Sales and Marketing|Coupons|Advertising|,failed,,2010-04-06,investments_vc
Kurani Interactive,|Technology|Mobile|iPhone|Software|,|Technology|Mobile|iPhone|Software|,failed,,2000-01-01,investments_vc
KwiClick,|Web Browsers|Curated Web|,|Web Browsers|Curated Web|,failed,,2008-10-15,investments_vc
kwiry,|Search|Content|SMS|Mobile|,|Search|Content|SMS|Mobile|,failed,,2006-01-01,investments_vc
Kylin Therapeutics,|Biotechnology|,|Biotechnology|,failed,,,investments_vc
L'Usine à Design,|Design|E-Commerce|,|Design|E-Commerce|,failed,,2009-07-06,investments_vc
Labmeeting,|Life Sciences|Curated Web|,|Life Sciences|Curated Web|,failed,,2007-07-01,investments_vc
Lama Lab,|Enterprise Software|,|Enterprise Software|,failed,,2009-01-01,investments_vc
Lamppost,|Social Media|Mobile Commerce|Android|iPhone|Web Development|Location Based Services|Events|Mobile|,|Social Media|Mobile Commerce|Android|iPhone|Web Development|Location Based Services|Events|Mobile|,failed,,2012-05-01,investments_vc
LangoLab,|Language Learning|Education|,|Language Learning|Education|,failed,,2009-01-01,investments_vc
Langtice,|Lifestyle|Language Learning|Curated Web|,|Lifestyle|Language Learning|Curated Web|,failed,,2012-07-01,investments_vc
Lat49,|Geospatial|Advertising Networks|Maps|Internet|Advertising|,|Geospatial|Advertising Networks|Maps|Internet|Advertising|,failed,,2007-01-02,investments_vc
Lazarus Therapeutics,|Biotechnology|,|Biotechnology|,failed,,2006-01-01,investments_vc
LEAD Therapeutics,|Biotechnology|,|Biotechnology|,failed,,,investments_vc
Leaders2020,|Employment|Business Services|Curated Web|,|Employment|Business Services|Curated Web|,failed,,2007-09-01,investments_vc
Leap,|Social Games|Photography|Mobile|Social Media|,|Social Games|Photography|Mobile|Social Media|,failed,,2011-09-01,investments_vc
Leap In Entertainment,|Virtual Worlds|3D|Curated Web|,|Virtual Worlds|3D|Curated Web|,failed,,,investments_vc
Lectus Therapeutics,|Biotechnology|,|Biotechnology|,failed,,,investments_vc
Legal River,|Intellectual Property|Legal|,|Intellectual Property|Legal|,failed,,2009-01-01,investments_vc
LegiTime Technologies,|Messaging|,|Messaging|,failed,,2005-01-01,investments_vc
LeisureLogix,|Travel|Navigation|Maps|Software|,|Travel|Navigation|Maps|Software|,failed,,2006-08-01,investments_vc
LemonQuest,|Entertainment|Portals|Mobile|Games|,|Entertainment|Portals|Mobile|Games|,failed,,2005-01-01,investments_vc
Leotus,|Hardware + Software|,|Hardware + Software|,failed,,2009-01-01,investments_vc
LetMeHearYa,|Sports|Consumers|Media|News|,|Sports|Consumers|Media|News|,failed,,2011-01-01,investments_vc
LETSGROOP,|Curated Web|,|Curated Web|,failed,,2008-12-21,investments_vc
Lexy,|Music|Mobile|Audio|Games|,|Music|Mobile|Audio|Games|,failed,,2006-01-01,investments_vc
LFS (Local Food Systems Inc),|Clean Technology|E-Commerce|Organic|Sustainability|Enterprise Software|,|Clean Technology|E-Commerce|Organic|Sustainability|Enterprise Software|,failed,,2011-02-01,investments_vc
Libox,|Peer-to-Peer|Video|Synchronization|Photo Sharing|File Sharing|Media|Curated Web|,|Peer-to-Peer|Video|Synchronization|Photo Sharing|File Sharing|Media|Curated Web|,failed,,2008-04-15,investments_vc
Lifestander,|Photography|Networking|Software|Social Network Media|Curated Web|,|Photography|Networking|Software|Social Network Media|Curated Web|,failed,,2010-09-01,investments_vc
Lighter Living,|Health and Wellness|,|Health and Wellness|,failed,,,investments_vc
LikeIt.com,|Social Search|Online Dating|Social Media|,|Social Search|Online Dating|Social Media|,failed,,2011-08-16,investments_vc
LikeList,|Coupons|Local Coupons|Private Social Networking|Local|Advertising Networks|Reviews and Recommendations|Search|Local Search|Curated Web|,|Coupons|Local Coupons|Private Social Networking|Local|Advertising Networks|Reviews and Recommendations|Search|Local Search|Curated Web|,failed,,2008-01-01,investments_vc
LilLuxe,|Social Commerce|Kids|Flash Sales|Fashion|,|Social Commerce|Kids|Flash Sales|Fashion|,failed,,2010-03-09,investments_vc
Linea,|Photography|,|Photography|,failed,,2011-04-01,investments_vc
Link Medicine,|Health Care|,|Health Care|,failed,,2005-01-01,investments_vc
LinkCloud,|Social Media|Visualization|Social Bookmarking|Advertising|,|Social Media|Visualization|Social Bookmarking|Advertising|,failed,,2010-05-01,investments_vc
Linkedwith,|Enterprises|Software|Mobile|,|Enterprises|Software|Mobile|,failed,,1999-03-01,investments_vc
Linkua,|Language Learning|Education|,|Language Learning|Education|,failed,,2007-02-07,investments_vc
LinQpay,|Payments|Transaction Processing|Finance|Mobile Payments|Mobile|,|Payments|Transaction Processing|Finance|Mobile Payments|Mobile|,failed,,2007-01-01,investments_vc
Liquid Computing,|Public Relations|,|Public Relations|,failed,,2003-01-01,investments_vc
listedplaces,|Tourism|Online Rental|Search|Travel|,|Tourism|Online Rental|Search|Travel|,failed,,2011-03-13,investments_vc
Litebi,|Cloud Computing|SaaS|Business Intelligence|Enterprise Software|,|Cloud Computing|SaaS|Business Intelligence|Enterprise Software|,failed,,2007-01-01,investments_vc
Live Shuttle,|Startups|Mobile|,|Startups|Mobile|,failed,,2011-08-01,investments_vc
LiveGO,|Web Development|Productivity Software|Events|Email|Messaging|Twitter Applications|Facebook Applications|Games|,|Web Development|Productivity Software|Events|Email|Messaging|Twitter Applications|Facebook Applications|Games|,failed,,1993-09-15,investments_vc
Livekick,|Curated Web|,|Curated Web|,failed,,2008-01-01,investments_vc
liveMag.ro,|Shopping|E-Commerce|,|Shopping|E-Commerce|,failed,,2009-03-25,investments_vc
LiveProfile,|Social Media|Messaging|Mobile|,|Social Media|Messaging|Mobile|,failed,,2010-01-01,investments_vc
LiveRSVP,|SaaS|Promotional|Events|Event Management|Enterprise Software|,|SaaS|Promotional|Events|Event Management|Enterprise Software|,failed,,2008-02-01,investments_vc
LiveStub,|Sports|Open Source|Ticketing|E-Commerce|,|Sports|Open Source|Ticketing|E-Commerce|,failed,,,investments_vc
LivingWell Health,|Biotechnology|,|Biotechnology|,failed,,2005-01-01,investments_vc
Local Marketers,|Advertising|,|Advertising|,failed,,2005-01-01,investments_vc
LocAsian,|Public Relations|,|Public Relations|,failed,,,investments_vc
logolineup,|Graphics|E-Commerce|,|Graphics|E-Commerce|,failed,,2011-03-04,investments_vc
Loku,|Ediscovery|Mobile|Location Based Services|Local|Curated Web|,|Ediscovery|Mobile|Location Based Services|Local|Curated Web|,failed,,2010-05-01,investments_vc
London Television,|Video|Content|Television|Internet|Games|,|Video|Content|Television|Internet|Games|,failed,,2011-02-28,investments_vc
LookStat,|E-Commerce|,|E-Commerce|,failed,,2008-01-01,investments_vc
Loosecubes,|Curated Web|,|Curated Web|,failed,,2010-01-01,investments_vc
LooseHead Software,|Wireless|Social Network Media|Social Media|Mobile|,|Wireless|Social Network Media|Social Media|Mobile|,failed,,2004-04-25,investments_vc
Looxii,|Enterprise Software|,|Enterprise Software|,failed,,2009-05-20,investments_vc
LoraxAg,|Clean Technology|,|Clean Technology|,failed,,,investments_vc
Lost Property Heaven,|Curated Web|,|Curated Web|,failed,,2010-01-01,investments_vc
Lottay,|Gift Card|Curated Web|,|Gift Card|Curated Web|,failed,,2008-03-01,investments_vc
Loud3r,|Semantic Web|Curated Web|,|Semantic Web|Curated Web|,failed,,2007-09-01,investments_vc
Loudcaster,|Finance|Internet Radio Market|Video Streaming|Music|Curated Web|,|Finance|Internet Radio Market|Video Streaming|Music|Curated Web|,failed,,2009-08-01,investments_vc
LP33.TV,|Entertainment|Video|Music|,|Entertainment|Video|Music|,failed,,2008-01-15,investments_vc
LucidEra,|Business Intelligence|Software|,|Business Intelligence|Software|,failed,,2005-01-01,investments_vc
LugIron Software,|SaaS|Analytics|Social Media Marketing|Social Media|Software|,|SaaS|Analytics|Social Media Marketing|Social Media|Software|,failed,,2009-01-02,investments_vc
LUMI Mask,|Hardware + Software|,|Hardware + Software|,failed,,2011-01-01,investments_vc
Luristic,|Web Tools|Information Services|Usability|User Experience Design|Web Development|Software|,|Web Tools|Information Services|Usability|User Experience Design|Web Development|Software|,failed,,2009-01-13,investments_vc
Lux Biosciences,|Biotechnology|,|Biotechnology|,failed,,2005-01-01,investments_vc
LuxTicket.sg,|Lifestyle|E-Commerce|,|Lifestyle|E-Commerce|,failed,,2012-01-01,investments_vc
M3X Media,|Video|Music|Media|Games|,|Video|Music|Media|Games|,failed,,2005-01-01,investments_vc
Machine Talker,|Hardware + Software|,|Hardware + Software|,failed,,,investments_vc
Magic Rock Entertainment,|Sales and Marketing|Music|Film|Entertainment|Software|,|Sales and Marketing|Music|Film|Entertainment|Software|,failed,,2006-04-01,investments_vc
MagMe,|Advertising|,|Advertising|,failed,,2008-01-01,investments_vc
MagnaChip Semiconductor,|Semiconductors|,|Semiconductors|,failed,,,investments_vc
Mail.com Media Corporation,|Media|Email|Curated Web|,|Media|Email|Curated Web|,failed,,2004-01-01,investments_vc
Mailana,|Finance|Curated Web|,|Finance|Curated Web|,failed,,,investments_vc
MailWriter,|Messaging|,|Messaging|,failed,,2009-01-05,investments_vc
Make It Work,|Tech Field Support|Computers|Hardware|Hardware + Software|,|Tech Field Support|Computers|Hardware|Hardware + Software|,failed,,1995-01-01,investments_vc
MakuCell,|Biotechnology|,|Biotechnology|,failed,,2010-01-01,investments_vc
Mamaherb,|Internet|Natural Resources|Manufacturing|Health and Wellness|Curated Web|,|Internet|Natural Resources|Manufacturing|Health and Wellness|Curated Web|,failed,,,investments_vc
Mango Reservations,|SaaS|Software|,|SaaS|Software|,failed,,2010-01-01,investments_vc
mangofizz jobs,|Artificial Intelligence|Recruiting|Career Management|Employment|Curated Web|,|Artificial Intelligence|Recruiting|Career Management|Employment|Curated Web|,failed,,2007-01-01,investments_vc
Manhattan Pharmaceuticals,|Biotechnology|,|Biotechnology|,failed,,,investments_vc
Maozhao,|E-Commerce|Social Commerce|Curated Web|,|E-Commerce|Social Commerce|Curated Web|,failed,,2011-10-01,investments_vc
Mapori,|Property Management|Real Estate|,|Property Management|Real Estate|,failed,,2007-07-01,investments_vc
Mappyfriends,|Maps|Travel|Social Media|Location Based Services|Reviews and Recommendations|Curated Web|,|Maps|Travel|Social Media|Location Based Services|Reviews and Recommendations|Curated Web|,failed,,2009-07-03,investments_vc
Maps InDeed,|Public Transportation|,|Public Transportation|,failed,,2010-01-01,investments_vc
MarginLeft,|Curated Web|,|Curated Web|,failed,,2007-09-01,investments_vc
MARIPOSA BIOTECHNOLOGY,|Biotechnology|,|Biotechnology|,failed,,2007-01-01,investments_vc
Marketfish,|Advertising|,|Advertising|,failed,,2008-07-18,investments_vc
MarketPage,|Monetization|Shopping|Facebook Applications|Marketplaces|E-Commerce|,|Monetization|Shopping|Facebook Applications|Marketplaces|E-Commerce|,failed,,2012-01-01,investments_vc
Marquiss Wind Power,|Clean Technology|,|Clean Technology|,failed,,,investments_vc
Marro.ws,|Social Media|,|Social Media|,failed,,2009-05-01,investments_vc
MatchMine,|Media|Reviews and Recommendations|News|,|Media|Reviews and Recommendations|News|,failed,,2007-01-01,investments_vc
Matchpin,|Incentives|Coupons|Local|Location Based Services|Advertising|,|Incentives|Coupons|Local|Location Based Services|Advertising|,failed,,2009-01-01,investments_vc
Matisse Networks,|Web Hosting|,|Web Hosting|,failed,,2002-01-01,investments_vc
maufait,|Apps|Mobile|,|Apps|Mobile|,failed,,2007-08-01,investments_vc
Maui Imaging,|Biotechnology|,|Biotechnology|,failed,,2006-01-01,investments_vc
MaxxAthlete,|Curated Web|,|Curated Web|,failed,,,investments_vc
McKinnon & Clarke,|Consulting|,|Consulting|,failed,,1976-01-01,investments_vc
MDSmartSearch.com,|Hospitals|Dental|Doctors|Physicians|Medical|Health Care|Health and Wellness|,|Hospitals|Dental|Doctors|Physicians|Medical|Health Care|Health and Wellness|,failed,,,investments_vc
Mechanology,|Clean Technology|,|Clean Technology|,failed,,1989-01-01,investments_vc
MedGRC,|Dental|Medical|Software|,|Dental|Medical|Software|,failed,,2013-01-01,investments_vc
Media Chaperone,|Curated Web|,|Curated Web|,failed,,2009-01-01,investments_vc
Medico.com,|Consumers|Health Care Information Technology|Health Care|,|Consumers|Health Care Information Technology|Health Care|,failed,,2010-10-01,investments_vc
MediProPharma,|Biotechnology|,|Biotechnology|,failed,,2006-01-01,investments_vc
Medivantix Technologies,|Health Care|SaaS|Internet|Software|Consumers|Health and Wellness|,|Health Care|SaaS|Internet|Software|Consumers|Health and Wellness|,failed,,2011-03-01,investments_vc
MediVision,|Billing|Medical|Consulting|,|Billing|Medical|Consulting|,failed,,2010-10-01,investments_vc
Medley Health,|Health and Wellness|,|Health and Wellness|,failed,,,investments_vc
MedShape,|Health Care|,|Health Care|,failed,,,investments_vc
Meijob,|Services|Recruiting|Employment|Search|,|Services|Recruiting|Employment|Search|,failed,,2006-10-11,investments_vc
Memorandom,|Networking|Photo Sharing|Messaging|,|Networking|Photo Sharing|Messaging|,failed,,2011-07-20,investments_vc
Mempile,|Hardware + Software|,|Hardware + Software|,failed,,2000-01-01,investments_vc
Mercora,|Curated Web|,|Curated Web|,failed,,,investments_vc
MergeLocal,|iPhone|Sales and Marketing|Local|Mobile|,|iPhone|Sales and Marketing|Local|Mobile|,failed,,2010-01-01,investments_vc
Mersimo,|Advertising|Curated Web|,|Advertising|Curated Web|,failed,,2012-08-01,investments_vc
MessageGate,|Messaging|,|Messaging|,failed,,2001-01-01,investments_vc
Metallkraft AS,|Clean Technology|,|Clean Technology|,failed,,1999-01-01,investments_vc
MetaNotes,|Curated Web|,|Curated Web|,failed,,2007-08-15,investments_vc
Metranome,|Mobile Video|Mobile|,|Mobile Video|Mobile|,failed,,2007-01-01,investments_vc
MetroFlats.com,|Hotels|Travel|,|Hotels|Travel|,failed,,2010-01-01,investments_vc
mgMEDIA,|Television|Technology|Video Streaming|Digital Rights Management|Software|,|Television|Technology|Video Streaming|Digital Rights Management|Software|,failed,,2009-12-01,investments_vc
MicroEmissive Displays Group,|Semiconductors|,|Semiconductors|,failed,,1999-01-01,investments_vc
Micromuscle,|Biotechnology|,|Biotechnology|,failed,,2000-01-01,investments_vc
MicroPhage,|Biotechnology|,|Biotechnology|,failed,,,investments_vc
Mid-America consulting Group,|Biotechnology|,|Biotechnology|,failed,,1986-01-01,investments_vc
Mieple,|Curated Web|,|Curated Web|,failed,,2011-01-01,investments_vc
MightyQuiz,|Web Tools|Content|Curated Web|,|Web Tools|Content|Curated Web|,failed,,2008-01-01,investments_vc
Million Dollar Earth,|Internet Marketing|Web Tools|Video Streaming|Social Media|Advertising|,|Internet Marketing|Web Tools|Video Streaming|Social Media|Advertising|,failed,,2011-03-01,investments_vc
milog,|Apps|Android|Mobile|,|Apps|Android|Mobile|,failed,,2009-04-06,investments_vc
Mindlikes,|Mobile Devices|Media|News|Publishing|E-Commerce|,|Mobile Devices|Media|News|Publishing|E-Commerce|,failed,,2011-02-10,investments_vc
Minefold,|Infrastructure|Games|,|Infrastructure|Games|,failed,,2011-07-01,investments_vc
Minekey,|Curated Web|,|Curated Web|,failed,,2005-01-01,investments_vc
Minggl,|Social Media|,|Social Media|,failed,,2005-01-01,investments_vc
Mingleplay,|Virtual Currency|Virtual Goods|iPhone|Social Games|Games|,|Virtual Currency|Virtual Goods|iPhone|Social Games|Games|,failed,,2010-01-27,investments_vc
Mingleverse,|Messaging|Telephony|Real Time|Audio|Virtualization|3D|Public Relations|,|Messaging|Telephony|Real Time|Audio|Virtualization|3D|Public Relations|,failed,,2008-02-08,investments_vc
Mitochon Systems,|Biotechnology|,|Biotechnology|,failed,,2006-01-01,investments_vc
Mix & Meet,|Social Media|,|Social Media|,failed,,2006-02-01,investments_vc
Mixers,|Facebook Applications|Psychology|Online Dating|Social Media|,|Facebook Applications|Psychology|Online Dating|Social Media|,failed,,2011-06-21,investments_vc
Mixwit,|Music|Curated Web|,|Music|Curated Web|,failed,,,investments_vc
mmCHANNEL,|Content|Games|,|Content|Games|,failed,,2003-05-01,investments_vc
mobicanvas,|Web Development|Mobile|,|Web Development|Mobile|,failed,,2011-01-01,investments_vc
mobileo,|Location Based Services|Mobile|,|Location Based Services|Mobile|,failed,,2008-03-01,investments_vc
Mobshop,|SaaS|E-Commerce|,|SaaS|E-Commerce|,failed,,2008-02-22,investments_vc
modu,|Wireless|Mobile|,|Wireless|Mobile|,failed,,2007-01-01,investments_vc
MogoTix,|Events|Ticketing|Mobile|,|Events|Ticketing|Mobile|,failed,,2009-12-01,investments_vc
Mojo Labs Co.,|Apps|Services|Curated Web|,|Apps|Services|Curated Web|,failed,,2010-04-06,investments_vc
Moki.tv,|Curated Web|,|Curated Web|,failed,,,investments_vc
MOLI,|Music|Networking|Curated Web|,|Music|Networking|Curated Web|,failed,,2008-01-01,investments_vc
